DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1990-0157-ITA,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,,ITA,Italy,Southern Europe,Europe,Casalecchio di Reno (Bologna),,,No,No,No,,,,,,,1990,12,7,1990,12,7,12,70,200,,270,,,,,,,44.64587744,,2003-07-01,2023-09-25
1990-0250-ITA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ITA,Italy,Southern Europe,Europe,Carlentini (Sicily),,,No,No,No,,4.7,Richter,37.3,15.438,,1990,12,13,1990,12,13,19,200,,2500,2700,,,,,500000,1119924,44.64587744,,2004-03-30,2023-09-25
1990-0344-ITA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ITA,Italy,Southern Europe,Europe,"Peimont, Lombardie",Drought period,,No,No,No,,,Km2,,,,1990,3,,1990,7,,,,,,,,,,,880000,1971067,44.64587744,,2007-08-08,2023-09-25
1990-0391-ITA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,,Km2,,,,1990,4,,1990,7,,,,,,,,,,,705000,1579093,44.64587744,,2003-07-01,2023-09-25
1990-0547-ITA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,Ovada,,,No,No,No,,,,,,,1990,10,3,1990,10,3,25,,,,,,,,,,,44.64587744,,2003-07-01,2023-09-25
1990-0723-ITA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Wiebke,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,,Kph,,,,1990,2,28,1990,3,1,6,,,,,,,,,20000,44797,44.64587744,,2007-05-09,2023-09-25
1991-0102-ITA,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Ferry ""Moby Prince"" of Navarma and Oil Tanker ""AGAP Abruzzo""",ITA,Italy,Southern Europe,Europe,Ligurienne sea (Livorna),,,No,No,No,,,,,,,1991,4,11,1991,4,11,140,,,,,,,,,,,46.53662061,,2011-11-18,2023-09-25
1991-0759-ITA,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Etna,ITA,Italy,Southern Europe,Europe,Zafferana,,,No,No,No,,,,37.734,15.004,,1991,12,15,1991,12,15,,,7000,,7000,,,,,,,46.53662061,,2005-06-03,2023-09-25
1992-0005-ITA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,North,,,No,No,No,,,,,,,1992,1,3,1992,1,3,7,100,,,100,,,,,,,47.94612964,,2003-07-01,2023-09-25
1992-0266-ITA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,Genoa,Heavy rain,,No,No,No,,,Km2,,,,1992,9,28,1992,9,28,2,,,,,,,,,10000,20857,47.94612964,,2005-11-25,2023-09-25
1992-0376-ITA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,Toscane,Heavy rain,,No,No,No,,,Km2,,,,1992,10,31,1992,10,31,,,1000,,1000,,,,,687300,1433484,47.94612964,,2005-11-25,2023-09-25
1992-0378-ITA,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,,,,,,1992,1,27,1992,1,27,5,100,,,100,,,,,,,47.94612964,,2003-07-01,2023-09-25
1993-0212-ITA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,ITA,Italy,Southern Europe,Europe,Lombardi region,,Flood,No,No,No,,,Kph,,,,1993,9,22,1993,9,25,8,,1000,,1000,,,,,625000,1266173,49.36133216,,2007-05-05,2023-09-25
1993-0402-ITA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,Between Turin - Milan,,,No,No,No,,,,,,,1993,2,9,1993,2,9,8,120,,,120,,,,,,,49.36133216,,2003-07-01,2023-09-25
1993-0566-ITA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,Haut-Adige,,,No,No,No,,,,,,,1993,7,6,1993,7,6,18,,,,,,,,,,,49.36133216,,2003-12-22,2023-09-25
1994-0179-ITA,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,ITA,Italy,Southern Europe,Europe,"Genoa, Parma",,,No,No,No,,,Kph,,,,1994,8,24,1994,8,24,3,100,,,100,,,,,,,50.64840266,,2003-07-01,2023-09-25
1994-0197-ITA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ITA,Italy,Southern Europe,Europe,Sicily,,,No,No,No,,,Km2,,,,1994,8,18,1994,8,18,1,,300,,300,,,,,,,50.64840266,,2003-07-01,2023-09-25
1994-0355-ITA,Yes,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,,ITA,Italy,Southern Europe,Europe,Motta Visconti (Milan Region),,,No,No,No,,,,,,,1994,7,14,1994,7,14,27,7,,,7,,,,,,,50.64840266,,2003-07-01,2023-09-25
1994-0557-ITA,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Piemont, Ligura, Cuneo, Tuscany, Piacenza",Heavy rain,,No,No,No,,90170,Km2,,,Po,1994,11,1,1994,11,10,68,,7000,10300,17300,,,,,9300000,18361882,50.64840266,,2006-07-12,2023-09-25
1995-0399-ITA,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Antonov 24b,ITA,Italy,Southern Europe,Europe,Verone,,,No,No,No,,,,,,,1995,12,13,1995,12,13,49,,,,,,,,,,,52.06929869,,2003-07-01,2023-09-25
1996-0148-ITA,Yes,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"Tuscany, Lucca, Massa, Carrara, Udine, Florence, Veneto,Emiglia Romagni, Lombardia",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,66760,Km2,,,"Tagliamento, Seveso, Lambro",1996,6,19,1996,6,21,17,,300,,300,,,13000,24256,32000,59706,53.59556085,,2007-05-06,2023-09-25
1996-0177-ITA,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,ITA,Italy,Southern Europe,Europe,Cortina D'ampezzo,,,No,No,No,,,,,,,1996,8,8,1996,8,8,,,100,,100,,,,,,,53.59556085,,2003-07-01,2023-09-25
1996-0235-ITA,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ITA,Italy,Southern Europe,Europe,Cuneo Town,,,No,No,No,,,Km2,,,,1996,10,9,1996,10,9,,,200,,200,,,,,,,53.59556085,,2003-07-01,2023-09-25
1996-0421-ITA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,Serenissima Highway,,,No,No,No,,,,,,,1996,2,12,1996,2,12,11,100,,,100,,,,,,,53.59556085,,2003-07-01,2023-09-25
1997-0228-ITA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ITA,Italy,Southern Europe,Europe,"Umbria, Marche regions",,,No,No,No,,5.5,Richter,43,13,,1997,9,26,1997,10,3,14,100,,38000,38100,,,4100,7475,4524900,8249822,54.84845417,,2009-04-17,2023-09-25
1997-0256-ITA,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Private hospital,ITA,Italy,Southern Europe,Europe,Milan,,,No,No,No,,,,,,,1997,10,31,1997,10,31,11,,,,,,,,,,,54.84845417,,2003-07-01,2023-09-25
1997-0278-ITA,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,ITA,Italy,Southern Europe,Europe,Central and Southern Region,,,No,No,No,,,Kph,,,,1997,11,23,1997,11,23,22,,,,,,,,,,,54.84845417,,2003-07-01,2023-09-25
1997-0383-ITA,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Adriatic Sea,,,No,No,No,,,,,,,1997,3,28,1997,3,28,80,,,,,,,,,,,54.84845417,,2003-07-01,2023-09-25
1997-0476-ITA,Yes,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,Food,ITA,Italy,Southern Europe,Europe,Turin,,,No,No,No,,,m3,,,,1997,5,23,1997,5,23,,700,,,700,,,,,,,54.84845417,,2003-07-01,2023-09-25
1997-9105-ITA,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,,Km2,,,,1997,4,,1997,,,,,,,,,,,,800000,1458564,54.84845417,,2007-05-06,2023-09-25
1998-0078-ITA,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,ITA,Italy,Southern Europe,Europe,Gualdo Tadino-Nocera Umbra area (Central),,,No,No,No,,5.2,Richter,43.164,12.701,,1998,4,3,1998,4,3,,5,900,,905,,,,,,,55.69986281,,2004-03-25,2023-09-25
1998-0119-ITA,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,ITA,Italy,Southern Europe,Europe,Campania Region,Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,,,,,1998,5,1,1998,5,7,160,,3463,219,3682,,,,,28700,51526,55.69986281,,2006-02-09,2023-09-25
1998-0204-ITA,Yes,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ITA,Italy,Southern Europe,Europe,Calabria,,,No,No,No,,46,°C,,,,1998,7,4,1998,7,4,10,,,,,,,,,,,55.69986281,,2003-07-01,2023-09-25
1998-0414-ITA,Yes,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Apartment,ITA,Italy,Southern Europe,Europe,Rome,,,No,No,No,,,,,,,1998,12,16,1998,12,16,27,40,,,40,,,,,,,55.69986281,,2003-07-01,2023-09-25
1998-0493-ITA,Yes,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Telephérique,ITA,Italy,Southern Europe,Europe,"Cavalese, Trentin",,,No,No,No,,,,,,,1998,2,3,1998,2,3,20,,,,,,,,,,,55.69986281,,2003-07-01,2023-09-25
1998-0497-ITA,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,Frosinone,,,No,No,No,,,,,,,1998,2,16,1998,2,16,4,120,,,120,,,,,,,55.69986281,,2003-07-01,2023-09-25
1999-0052-ITA,Yes,nat-hyd-mmw-ava,Natural,Hydrological,Mass movement (wet),Avalanche (wet),,,ITA,Italy,Southern Europe,Europe,,,,No,No,No,,,,,,,1999,1,9,1999,2,28,1,,,,,,,,,5510,9680,56.91858704,,2007-05-07,2023-09-25
1999-0444-ITA,Yes,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Immeuble,ITA,Italy,Southern Europe,Europe,Foggia,,,No,No,No,,,,,,,1999,11,11,1999,11,11,62,10,,,10,,,,,,,56.91858704,,2003-07-01,2023-09-25
1999-0640-ITA,Yes,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,ITA,Italy,Southern Europe,Europe,"Sardaigne, Calabre, Ligurie",,,No,No,No,,324,Km2,,,,1999,7,,1999,7,,,,,,,,,,,,,56.91858704,,2003-07-01,2023-09-25
2000-0070-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Espresso Catania, Zafir",ITA,Italy,Southern Europe,Europe,Catanzaro,,,No,No,No,,,,,,,2000,2,14,2000,2,14,13,,,,,,,,,,,58.84064849,,2003-07-16,2023-09-25
2000-0577-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Soverato town (Catanzaro district, Calabria province)",,,No,No,No,,,Km2,,,,2000,9,10,2000,9,10,16,22,,,22,,,,,,,58.84064849,"[{""adm2_code"":18323,""adm2_name"":""Catanzaro""}]",2003-07-01,2023-09-25
2000-0632-ITA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ITA,Italy,Southern Europe,Europe,"Lodrone city (Trento district, Trentino-alto Adige province), Veneto province",,,No,No,No,,,Km2,,,,2000,9,20,2000,9,20,,,1000,,1000,,,,,,,58.84064849,"[{""adm1_code"":1635,""adm1_name"":""Veneto""},{""adm2_code"":18410,""adm2_name"":""Trento""}]",2003-07-01,2023-09-25
2000-0671-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"San Rocco al Porto, Salerano towns (Lodi district, Lombardia province) Torino, Chivasso, Ivrea, Banchette, Orco, Soana, Noasca, Ronco Canavese towns (Torino district, Piemonte province), Pavia town (Pavia district, Lombardia province), Cremona town (Cremona district, Lombardia province), Parma town (Parma district, Emilia-romagna province), Piacenza town (Piacenza district, Emilia-romagna province), Aosta, Dora di Aoste, Pollein town (Aosta district, Valle D'aosta province), San Benedetto Po, Borgoforte townd (Mantova district, Lombardia province), Casale Popolo town (Alessandria district, Piemonte province), Fiorano town (Modena district, Emilia-romagna province), Monterosso town (La Spezia district, Liguria province), Genova town (Genova district, Liguria province), Verbania district (Piemonte province)",Brief torrential rain,,No,No,No,,,Km2,,,Po and Ticino,2000,10,14,2000,10,22,25,,43000,,43000,,,300000,509852,8000000,13596043,58.84064849,"[{""adm2_code"":18337,""adm2_name"":""Modena""},{""adm2_code"":18338,""adm2_name"":""Parma""},{""adm2_code"":18339,""adm2_name"":""Piacenza""},{""adm2_code"":18352,""adm2_name"":""Genova""},{""adm2_code"":18354,""adm2_name"":""La Spezia""},{""adm2_code"":18359,""adm2_name"":""Cremona""},{""adm2_code"":18361,""adm2_name"":""Lodi""},{""adm2_code"":18362,""adm2_name"":""Mantova""},{""adm2_code"":18364,""adm2_name"":""Pavia""},{""adm2_code"":18366,""adm2_name"":""Varese""},{""adm2_code"":18373,""adm2_name"":""Alessandria""},{""adm2_code"":18377,""adm2_name"":""Novara""},{""adm2_code"":18378,""adm2_name"":""Torino""},{""adm2_code"":18379,""adm2_name"":""Verbania""},{""adm2_code"":18413,""adm2_name"":""Aosta""}]",2005-09-15,2023-09-25
2000-0752-ITA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ITA,Italy,Southern Europe,Europe,"Lombardoa province, Friuli-venezia province, Venezia district (Veneto province), Rovere della Luna town (Trento district, Trentino-alto Adige province), Vinchiana town (Lucca district, Toscana province)",,,No,No,No,,,Km2,,,,2000,11,20,2000,11,20,5,,2000,,2000,,,,,50000,84975,58.84064849,"[{""adm1_code"":1621,""adm1_name"":""Friuli-venezia Giulia""},{""adm1_code"":1624,""adm1_name"":""Lombardia""},{""adm2_code"":18403,""adm2_name"":""Lucca""},{""adm2_code"":18410,""adm2_name"":""Trento""},{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2003-07-01,2023-09-25
2001-0016-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,Venezia district (Veneto province),,,No,No,No,,,Km2,,,,2001,1,,2001,1,,,,,,,,,,,,,60.50357889,"[{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2003-07-01,2023-09-25
2001-0378-ITA,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Etna,ITA,Italy,Southern Europe,Europe,"Nicolosi municipality (Catania Province, Sicilia Region)",,,No,No,No,,,,37.734,15.004,,2001,7,18,2001,7,18,,,,,,,,,,3100,5124,60.50357889,"[{""adm2_code"":18392,""adm2_name"":""Catania""}]",2005-06-01,2023-09-25
2001-0386-ITA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,Willy,ITA,Italy,Southern Europe,Europe,"Abruzzi, Basilicata, Calabria, Campania, Emilia-romagna, Friuli-venezia Giulia, Lazio, Liguria, Lombardia, Marche, Molise, Piemonte, Puglia, Sardegna, Sicilia, Toscana, Trentino-alto Adige, Umbria, Valle D'aosta, Veneto provinces",,,No,No,No,,,Kph,,,,2001,7,6,2001,7,8,,,,,,,,30000,49584,175000,289239,60.50357889,"[{""adm1_code"":1616,""adm1_name"":""Abruzzi""},{""adm1_code"":1617,""adm1_name"":""Basilicata""},{""adm1_code"":1618,""adm1_name"":""Calabria""},{""adm1_code"":1619,""adm1_name"":""Campania""},{""adm1_code"":1620,""adm1_name"":""Emilia-romagna""},{""adm1_code"":1621,""adm1_name"":""Friuli-venezia Giulia""},{""adm1_code"":1622,""adm1_name"":""Lazio""},{""adm1_code"":1623,""adm1_name"":""Liguria""},{""adm1_code"":1624,""adm1_name"":""Lombardia""},{""adm1_code"":1625,""adm1_name"":""Marche""},{""adm1_code"":1626,""adm1_name"":""Molise""},{""adm1_code"":1627,""adm1_name"":""Piemonte""},{""adm1_code"":1628,""adm1_name"":""Puglia""},{""adm1_code"":1629,""adm1_name"":""Sardegna""},{""adm1_code"":1630,""adm1_name"":""Sicilia""},{""adm1_code"":1631,""adm1_name"":""Toscana""},{""adm1_code"":1632,""adm1_name"":""Trentino-alto Adige""},{""adm1_code"":1633,""adm1_name"":""Umbria""},{""adm1_code"":1634,""adm1_name"":""Valle D'aosta""},{""adm1_code"":1635,""adm1_name"":""Veneto""}]",2007-04-18,2023-09-25
2001-0536-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,Napoli district (Campania province),Brief torrential rain,,No,No,No,,69,Km2,,,,2001,9,14,2001,9,15,2,,,,,,,,,100000,165279,60.50357889,"[{""adm2_code"":18332,""adm2_name"":""Napoli""}]",2005-09-21,2023-09-25
2001-0548-ITA,No,tec-tra-air-air,Technological,Transport,Air,Air,,MD-87 and Cessna,ITA,Italy,Southern Europe,Europe,Milano,,,No,No,No,,,,,,,2001,10,8,2001,10,8,118,,,,,,,,,,,60.50357889,,2003-07-01,2023-09-25
2001-0675-ITA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Nursing home for handicapped people,ITA,Italy,Southern Europe,Europe,Buccino (Campania),,,No,No,No,,,,,,,2001,12,16,2001,12,16,19,7,,,7,,,,,,,60.50357889,,2003-07-01,2023-09-25
2002-0141-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,Sicilia,,,No,No,No,,,,,,,2002,3,8,2002,3,8,50,,,,,,,,,,,61.46318826,,2005-05-10,2023-09-25
2002-0343-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"Frioul-venezia Giulia province, Valle d'aosta province, Villanova town (Biella district, Piemonte province), Venezia town (Venezia district, Veneto province)",Brief torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Cervo,2002,6,6,2002,6,9,,,,,,,,,,,,61.46318826,"[{""adm1_code"":1621,""adm1_name"":""Friuli-venezia Giulia""},{""adm1_code"":1634,""adm1_name"":""Valle D'aosta""},{""adm2_code"":18375,""adm2_name"":""Biella""},{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2005-09-23,2023-09-25
2002-0357-ITA,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,ITA,Italy,Southern Europe,Europe,Campania,,,No,No,No,,,Vaccinated,,,,2002,6,,2002,6,,3,,9997,,9997,,,,,,,61.46318826,,2003-07-01,2023-09-25
2002-0472-ITA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ITA,Italy,Southern Europe,Europe,"Brescia district (Lombardia province), Venezia district (Veneto province)",,,No,No,No,,,Km2,,,,2002,8,4,2002,8,14,,20,,,20,,,10000,16270,296000,481589,61.46318826,"[{""adm2_code"":18357,""adm2_name"":""Brescia""},{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2008-03-21,2023-09-25
2002-0586-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,"Au large de Porto Empedocle, near Arigente (South Sicilia)",,,No,No,No,,,,,,,2002,9,14,2002,9,14,34,,92,,92,,,,,,,61.46318826,,2003-07-01,2023-09-25
2002-0680-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bfkj,,ITA,Italy,Southern Europe,Europe,"Zafferana Etnea, Giarre, Santa Venerina towns (Catania Province, Sicilia Region)",,,No,No,No,,4.3,Richter,37.67,15.267,,2002,10,29,2002,10,29,,9,,1000,1009,,,,,,,61.46318826,"[{""adm2_code"":18392,""adm2_name"":""Catania""}]",2003-09-02,2023-09-25
2002-0690-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bfqg,,ITA,Italy,Southern Europe,Europe,"San Guliano di Puglia town (Campobasso province, Molise region)",,"Slide (land, mud, snow, rock)",No,No,No,,5.9,Richter,41.789,14.872,,2002,10,31,2002,10,31,30,33,,8500,8533,,,,,796000,1295084,61.46318826,"[{""adm2_code"":18371,""adm2_name"":""Campobasso""}]",2003-09-02,2023-09-25
2002-0740-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Trentino-alto Adige province, Genova district (Liguria province), Milano, Mantova, Como, Varese districts (Lombardia province), Torino, Biella, Verbania districts (Piemonte province), Venezia district (Veneto province), Trieste, Pordedone districts (Friuli-venezia Giulia province), Bologna district (Emilia-romagna province).",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,29900,Km2,,,"Noncello. Po, Lambo",2002,11,22,2002,12,3,2,,10000,,10000,,,20000,32540,350000,569447,61.46318826,"[{""adm1_code"":1632,""adm1_name"":""Trentino-alto Adige""},{""adm2_code"":18334,""adm2_name"":""Bologna""},{""adm2_code"":18344,""adm2_name"":""Pordenone""},{""adm2_code"":18345,""adm2_name"":""Trieste""},{""adm2_code"":18352,""adm2_name"":""Genova""},{""adm2_code"":18358,""adm2_name"":""Como""},{""adm2_code"":18362,""adm2_name"":""Mantova""},{""adm2_code"":18363,""adm2_name"":""Milano""},{""adm2_code"":18366,""adm2_name"":""Varese""},{""adm2_code"":18375,""adm2_name"":""Biella""},{""adm2_code"":18378,""adm2_name"":""Torino""},{""adm2_code"":18379,""adm2_name"":""Verbania""},{""adm2_code"":18418,""adm2_name"":""Venezia""}]",2008-03-22,2023-09-25
2002-0858-ITA,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Acute respiratory syndrome (SARS),ITA,Italy,Southern Europe,Europe,,,,No,No,No,,,Vaccinated,,,,2003,3,12,2003,4,20,,,4,,4,,,,,,,62.8584595,,2003-10-13,2023-09-25
2002-0882-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bbb2,,ITA,Italy,Southern Europe,Europe,Palermo Province (Sicilia Region),,,No,No,No,,6,Richter,38.381,13.701,,2002,9,6,2002,9,6,2,,,,,,,,,500000,813495,61.46318826,"[{""adm2_code"":18395,""adm2_name"":""Palermo""}]",2008-05-08,2023-09-25
2002-9298-ITA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ITA,Italy,Southern Europe,Europe,"Sicilia, Basilicata, Puglia, Sardegna provinces",Lack of rain,,No,No,Yes,,,Km2,,,,2002,5,,2002,,,,,,,,,,,,,,61.46318826,"[{""adm1_code"":1617,""adm1_name"":""Basilicata""},{""adm1_code"":1628,""adm1_name"":""Puglia""},{""adm1_code"":1629,""adm1_name"":""Sardegna""},{""adm1_code"":1630,""adm1_name"":""Sicilia""}]",2006-02-22,2023-09-25
2003-0043-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Pescara, Chieti districts (Abruzzi province), Foggia district (Puglia province), Potenza district (Basilicata province), Agnone, Bagnoli del Trigno towns (Isernia district, Molisse province), Termoli, Lupara, Petacciato, Fossalto, Mafalda, San Giacomo degli Schiavoni,Santa Croce di Magliano, Tavenna, Toro et Trivento (Campobasso district, Molisse province)",Hevay rain,"Slide (land, mud, snow, rock)",No,No,No,,28760,Km2,,,,2003,1,25,2003,1,27,1,,1000,,1000,,,100000,159088,150000,238631,62.8584595,"[{""adm2_code"":18317,""adm2_name"":""Chieti""},{""adm2_code"":18319,""adm2_name"":""Pescara""},{""adm2_code"":18322,""adm2_name"":""Potenza""},{""adm2_code"":18371,""adm2_name"":""Campobasso""},{""adm2_code"":18372,""adm2_name"":""Isernia""},{""adm2_code"":18383,""adm2_name"":""Foggia""}]",2004-03-09,2023-09-25
2003-0131-ITA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ITA,Italy,Southern Europe,Europe,North - Between Cessalto and Noventa di Piave,,,No,No,No,,,,,,,2003,3,13,2003,3,13,13,80,,,80,,,,,,,62.8584595,,2003-08-13,2023-09-25
2003-0184-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000buxn,,ITA,Italy,Southern Europe,Europe,Alessandria Province (Piemonte Region),,"Slide (land, mud, snow, rock)",No,No,No,,5,Richter,44.792,8.892,,2003,4,11,2003,4,11,,2,230,,232,,,,,561352,893041,62.8584595,"[{""adm2_code"":18373,""adm2_name"":""Alessandria""}]",2004-01-14,2023-09-25
2003-0298-ITA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Migrants,ITA,Italy,Southern Europe,Europe,South Lampedusa Island,,,No,No,No,,,,,,,2003,6,10,2003,6,10,67,,,,,,,,,,,62.8584595,,2003-06-26,2023-09-25
2003-0391-ITA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ITA,Italy,Southern Europe,Europe,"Milano, Varese districts (Lombardia province), Torino district (Piemonte province), Firenze district (Toscana province), Lecce district (Puglia province), Genova district (Liguria province)",,Drought,No,No,No,,,°C,,,,2003,7,16,2003,8,15,20089,,,,,,,,,4400000,6999853,62.8584595,"[{""adm2_code"":18352,""adm2_name"":""Genova""},{""adm2_code"":18363,""adm2_name"":""Milano""},{""adm2_code"":18366,""adm2_name"":""Varese""},{""adm2_code"":18378,""adm2_name"":""Torino""},{""adm2_code"":18384,""adm2_name"":""Lecce""},{""adm2_code"":18400,""adm2_name"":""Firenze""}]",2007-04-16,2023-09-25
2003-0433-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Ugovizza village (Udine district, Friuli-venezia Giulia)",Torrential rains,"Flood|Slide (land, mud, snow, rock)",No,No,Yes,,1100,Km2,,,,2003,8,29,2003,8,31,2,,350,,350,,,,,655000,1042024,62.8584595,"[{""adm2_code"":18346,""adm2_name"":""Udine""}]",2005-12-15,2023-09-25
